student_id,age,gender,socioeconomic_status,parent_education_level,attendance_rate,study_hours_per_week,quiz_average,assignment_submission_rate,engagement_index,financial_assistance,internet_access,learning_device_type,previous_grades,subject_difficulty,final_exam_score,preferred_learning_style,course_enrolled,interest_tags,pass_fail,risk_level,dropout_likelihood
1296,16.0,Female,Low,High School,0.95,9.3,44.2,1.0,0.67,No,Stable,Smartphone,75.8,Moderate,54.5,Auditory,BSA,"Programming, AI",Fail,Moderate,0.54
1297,19.2,Male,Low,High School,0.8,12.7,82.2,1.0,0.7,No,Limited,Tablet,86.3,Easy,83.2,Visual,BSED,"Teaching, Research",Pass,Moderate,0.57
1298,23.3,Female,Middle,High School,0.91,14.5,97.8,0.72,1.0,No,Stable,Smartphone,95.0,Moderate,73.0,Visual,BSIT,"Game Dev, Robotics",Pass,Moderate,0.4
1299,20.0,Female,Low,College,0.57,2.4,65.7,1.0,0.69,No,Stable,Laptop,67.7,Moderate,51.0,Reading,BSIT,"Teaching, Research",Pass,Moderate,0.44
1300,18.4,Female,Middle,College,0.52,11.5,78.1,0.53,0.79,No,Limited,Laptop,79.5,Easy,60.4,Reading,BSBA,"Leadership, Marketing",Fail,At Risk,0.48
1301,22.8,Male,Middle,High School,0.86,4.3,55.4,0.66,0.74,Yes,None,Smartphone,66.2,Moderate,77.4,Reading,BSA,"Teaching, Research",Pass,At Risk,0.48
1302,24.9,Male,Low,High School,0.98,12.8,86.4,0.85,0.6,No,Limited,Laptop,67.3,Moderate,79.9,Auditory,BSBA,"Accounting, Finance",Pass,At Risk,0.35
1303,20.8,Male,Low,High School,0.51,14.5,40.1,0.83,0.94,No,Stable,Laptop,73.8,Moderate,94.7,Kinesthetic,BSED,"Game Dev, Robotics",Fail,Safe,0.4
1304,21.7,Male,Middle,College,0.91,9.2,93.3,0.59,0.62,Yes,Limited,Laptop,82.5,Hard,54.7,Auditory,BSIT,"Game Dev, Robotics",Pass,Safe,0.73
1305,19.1,Male,Middle,College,0.68,16.3,59.7,0.58,0.79,Yes,Stable,Laptop,86.4,Hard,83.8,Auditory,BSIT,"Game Dev, Robotics",Fail,At Risk,0.58
1306,23.0,Female,Middle,High School,0.77,11.4,54.7,0.73,0.98,Yes,None,Smartphone,73.8,Moderate,61.5,Reading,BSA,"Accounting, Finance",Pass,Moderate,0.58
1307,25.0,Female,Low,Graduate,0.87,16.1,40.1,0.84,0.61,Yes,Limited,Laptop,66.6,Easy,65.9,Reading,BSBA,"Accounting, Finance",Pass,Safe,0.48
1308,19.9,Female,Low,College,0.89,16.7,90.6,0.62,0.76,No,Stable,Laptop,90.2,Hard,72.7,Kinesthetic,BSBA,"Leadership, Marketing",Fail,Safe,0.84
1309,16.9,Female,Low,College,0.59,9.9,67.7,0.67,0.75,Yes,None,Laptop,76.6,Hard,52.5,Kinesthetic,BSA,"Leadership, Marketing",Pass,At Risk,0.56
1310,20.4,Female,Low,High School,0.5,13.2,57.3,0.65,0.59,No,Stable,Laptop,77.6,Hard,60.4,Visual,BSIT,"Programming, AI",Pass,At Risk,0.56
1311,24.8,Female,Low,Elementary,0.52,9.3,65.8,0.55,0.59,No,Limited,Smartphone,95.0,Moderate,66.9,Kinesthetic,BSED,"Programming, AI",Fail,At Risk,0.41
1312,19.8,Male,Low,Elementary,0.78,15.6,61.9,0.59,0.47,No,Stable,Laptop,71.7,Moderate,85.7,Auditory,BSA,"Accounting, Finance",Fail,Safe,0.3
1313,16.0,Male,Low,High School,0.52,6.6,58.4,0.52,0.57,No,Stable,Desktop,69.5,Moderate,99.7,Kinesthetic,BSA,"Leadership, Marketing",Fail,Moderate,0.51
1314,19.7,Male,Middle,College,0.9,11.1,71.4,0.72,0.81,Yes,Stable,Smartphone,56.5,Hard,67.8,Visual,BSED,"Teaching, Research",Fail,Moderate,0.47
1315,22.6,Female,Middle,High School,0.61,1.0,82.9,0.73,1.0,No,Limited,Laptop,71.3,Moderate,64.4,Kinesthetic,BSED,"Game Dev, Robotics",Pass,Safe,0.65
1316,20.4,Female,Middle,College,1.0,2.4,79.9,0.82,0.49,No,Stable,Smartphone,83.7,Moderate,80.2,Reading,BSED,"Programming, AI",Fail,At Risk,0.53
1317,16.0,Male,Middle,High School,0.68,17.4,92.2,0.66,0.54,Yes,Stable,Desktop,62.8,Hard,80.2,Auditory,BSBA,"Teaching, Research",Pass,Moderate,0.3
1318,21.7,Male,Middle,College,0.75,11.6,99.8,0.74,0.83,Yes,Stable,Laptop,58.5,Hard,99.3,Reading,BSIT,"Programming, AI",Fail,At Risk,0.53
1319,20.5,Female,Low,College,0.6,20.0,63.7,0.52,0.62,Yes,Stable,Laptop,89.1,Easy,59.1,Auditory,BSBA,"Leadership, Marketing",Pass,Moderate,0.53
1320,18.3,Male,Low,High School,0.74,20.0,40.1,0.65,0.81,No,Limited,Desktop,72.4,Moderate,62.0,Visual,BSIT,"Leadership, Marketing",Pass,At Risk,0.41
1321,16.0,Female,High,Elementary,0.8,10.9,66.9,0.66,0.78,Yes,Stable,Laptop,83.4,Moderate,73.3,Auditory,BSED,"Teaching, Research",Pass,Moderate,0.44
1322,24.3,Male,Low,High School,0.94,14.0,99.8,0.5,0.53,No,None,Smartphone,68.9,Hard,68.8,Auditory,BSA,"Teaching, Research",Pass,Moderate,0.41
1323,16.2,Female,Low,High School,0.72,3.1,80.1,0.88,0.68,No,Stable,Smartphone,83.4,Easy,77.8,Reading,BSA,"Programming, AI",Pass,At Risk,0.46
1324,23.2,Male,Middle,High School,0.7,13.5,95.0,0.86,0.68,Yes,Limited,Laptop,76.1,Hard,43.2,Visual,BSED,"Teaching, Research",Fail,Safe,0.37
1325,19.8,Female,Middle,College,0.78,7.9,93.9,0.66,0.66,Yes,Stable,Tablet,84.6,Moderate,73.1,Visual,BSBA,"Teaching, Research",Fail,Safe,0.48
1326,22.2,Male,High,College,0.69,1.0,77.1,0.94,0.51,No,Stable,Laptop,82.8,Hard,76.2,Reading,BSA,"Programming, AI",Fail,At Risk,0.81
1327,19.0,Male,Middle,High School,0.85,6.6,78.2,0.51,0.46,No,Limited,Smartphone,70.5,Moderate,43.2,Visual,BSIT,"Teaching, Research",Pass,Moderate,0.2
1328,25.0,Male,High,College,0.92,19.0,99.8,0.53,0.51,Yes,Limited,Desktop,66.2,Easy,99.7,Kinesthetic,BSA,"Accounting, Finance",Fail,Moderate,0.55
1329,22.1,Male,Low,College,0.75,13.2,55.3,0.86,1.0,Yes,Limited,Smartphone,57.0,Moderate,40.0,Reading,BSA,"Accounting, Finance",Fail,At Risk,0.59
1330,23.4,Female,Middle,College,0.85,11.7,80.2,0.73,0.62,Yes,Stable,Tablet,83.2,Easy,74.8,Visual,BSED,"Teaching, Research",Pass,At Risk,0.64
1331,18.1,Male,Low,College,0.93,7.1,63.2,0.45,0.68,Yes,Limited,Tablet,82.8,Easy,53.2,Visual,BSA,"Programming, AI",Fail,Moderate,0.41
1332,17.5,Male,Low,College,0.81,19.9,72.9,0.57,0.82,No,Stable,Laptop,71.7,Moderate,67.1,Kinesthetic,BSBA,"Leadership, Marketing",Pass,Safe,0.7
1333,16.0,Female,Low,College,0.68,12.6,72.6,0.91,0.83,No,Stable,Laptop,71.1,Moderate,89.2,Kinesthetic,BSA,"Programming, AI",Fail,Moderate,0.5
1334,16.0,Male,High,College,0.75,8.8,87.2,0.6,0.52,Yes,Limited,Laptop,93.8,Moderate,64.5,Visual,BSA,"Accounting, Finance",Fail,At Risk,0.44
1335,25.0,Female,Middle,Elementary,0.55,6.1,88.7,0.65,0.44,No,Stable,Smartphone,73.4,Easy,85.1,Auditory,BSA,"Accounting, Finance",Fail,Safe,0.1
1336,24.5,Female,Middle,High School,0.64,1.0,99.8,0.63,0.3,No,Stable,Laptop,74.1,Easy,63.6,Reading,BSIT,"Game Dev, Robotics",Fail,Moderate,0.36
1337,24.9,Male,Middle,High School,0.85,11.5,53.2,0.9,0.42,No,Limited,Laptop,78.0,Hard,49.6,Visual,BSA,"Accounting, Finance",Fail,At Risk,0.61
1338,16.0,Female,Middle,College,0.85,10.0,69.8,0.79,0.4,No,None,Desktop,60.1,Easy,78.1,Reading,BSED,"Programming, AI",Pass,Safe,0.73
1339,25.0,Female,Middle,College,0.69,10.7,49.4,1.0,0.81,Yes,Limited,Laptop,74.5,Hard,57.8,Kinesthetic,BSBA,"Accounting, Finance",Pass,Safe,0.07
1340,19.1,Female,High,College,0.84,15.8,97.3,0.69,0.51,Yes,Stable,Smartphone,93.1,Moderate,84.8,Auditory,BSIT,"Accounting, Finance",Fail,Moderate,0.52
1341,22.2,Male,Middle,College,0.66,15.2,74.3,0.58,0.93,Yes,Stable,Laptop,58.8,Hard,91.9,Reading,BSBA,"Teaching, Research",Pass,Safe,0.24
1342,22.8,Female,Low,High School,0.88,5.2,46.6,0.7,0.68,No,Limited,Laptop,90.3,Moderate,81.6,Kinesthetic,BSA,"Teaching, Research",Pass,Moderate,0.68
1343,16.0,Female,Low,Graduate,1.0,8.1,60.3,0.56,0.63,No,Stable,Tablet,93.4,Easy,94.0,Kinesthetic,BSBA,"Accounting, Finance",Fail,At Risk,0.57
1344,17.2,Female,Middle,Elementary,0.82,1.0,89.7,0.41,0.63,Yes,None,Desktop,74.5,Hard,46.8,Visual,BSBA,"Leadership, Marketing",Fail,Safe,0.42
1345,21.1,Male,Low,College,0.8,8.4,65.7,0.69,0.59,No,Stable,Laptop,58.4,Moderate,67.1,Kinesthetic,BSBA,"Programming, AI",Fail,Safe,0.25
1346,21.7,Male,High,College,0.63,4.2,40.1,0.88,0.46,Yes,None,Laptop,61.0,Moderate,50.6,Reading,BSIT,"Leadership, Marketing",Fail,Safe,0.42
1347,20.0,Male,Middle,High School,0.79,10.0,74.3,0.77,0.89,Yes,Stable,Desktop,64.0,Hard,80.5,Visual,BSBA,"Game Dev, Robotics",Fail,Moderate,0.34
1348,25.0,Male,Middle,College,0.84,6.0,93.7,0.6,0.56,No,Limited,Smartphone,84.8,Moderate,74.3,Kinesthetic,BSA,"Game Dev, Robotics",Fail,At Risk,0.3
1349,19.6,Female,Middle,College,0.92,16.9,83.0,0.68,0.53,No,Stable,Smartphone,70.5,Moderate,66.3,Visual,BSA,"Programming, AI",Fail,Moderate,0.52
1350,16.0,Female,Middle,High School,0.89,19.2,72.3,0.67,0.43,Yes,Limited,Laptop,66.2,Moderate,69.2,Reading,BSED,"Teaching, Research",Fail,Moderate,0.54
1351,17.9,Male,Low,High School,0.71,20.0,78.4,0.78,0.35,Yes,Limited,Laptop,82.0,Easy,88.3,Visual,BSA,"Accounting, Finance",Fail,Moderate,0.32
1352,18.5,Female,Low,College,0.7,11.3,99.8,0.9,0.66,No,Stable,Laptop,73.3,Easy,90.5,Visual,BSBA,"Programming, AI",Fail,Moderate,0.51
1353,21.9,Female,Middle,College,0.63,1.0,69.6,0.99,0.44,No,Limited,Laptop,95.0,Easy,95.8,Kinesthetic,BSIT,"Programming, AI",Fail,Moderate,0.31
1354,17.1,Female,Middle,College,0.87,7.2,77.7,0.56,0.74,No,None,Laptop,95.0,Moderate,61.3,Kinesthetic,BSBA,"Programming, AI",Fail,Moderate,0.84
1355,21.6,Male,Middle,College,0.93,11.1,88.5,0.7,0.49,No,Limited,Smartphone,60.7,Moderate,73.1,Visual,BSA,"Accounting, Finance",Fail,Moderate,0.57
1356,16.0,Male,Middle,Graduate,0.5,4.3,78.1,0.84,0.5,No,Limited,Tablet,81.0,Hard,60.5,Kinesthetic,BSIT,"Accounting, Finance",Fail,Moderate,0.59
1357,19.8,Male,Low,High School,0.66,8.0,71.8,0.68,0.58,No,Stable,Laptop,78.6,Hard,48.5,Kinesthetic,BSA,"Leadership, Marketing",Fail,Moderate,0.67
1358,22.9,Female,Low,High School,0.72,4.1,75.1,0.69,0.53,No,Stable,Laptop,73.4,Moderate,44.5,Visual,BSED,"Accounting, Finance",Pass,At Risk,0.71
1359,18.4,Female,Low,High School,0.62,1.4,99.8,0.44,0.62,No,Limited,Tablet,68.0,Hard,78.3,Auditory,BSBA,"Leadership, Marketing",Fail,Moderate,0.59
1360,17.2,Female,Middle,High School,0.77,1.5,74.1,0.69,0.77,No,Limited,Laptop,68.9,Moderate,80.4,Kinesthetic,BSIT,"Accounting, Finance",Pass,Moderate,0.41
1361,16.5,Male,Middle,College,0.67,13.4,99.8,0.78,0.61,No,None,Tablet,71.3,Hard,78.3,Reading,BSA,"Teaching, Research",Fail,Safe,0.45
1362,19.1,Female,Middle,High School,0.84,14.0,98.0,0.82,0.71,No,Stable,Smartphone,70.4,Moderate,86.9,Auditory,BSIT,"Accounting, Finance",Pass,Moderate,0.35
1363,21.1,Male,Middle,High School,0.69,4.7,84.3,0.71,0.72,No,Stable,Laptop,67.4,Moderate,69.6,Visual,BSBA,"Game Dev, Robotics",Fail,Moderate,0.34
1364,19.9,Female,High,High School,0.66,1.0,93.8,0.8,0.69,No,Stable,Desktop,68.3,Moderate,66.2,Kinesthetic,BSIT,"Game Dev, Robotics",Fail,Safe,0.43
1365,18.9,Male,Middle,College,0.8,20.0,91.8,0.62,0.63,Yes,Limited,Smartphone,75.0,Easy,74.8,Auditory,BSBA,"Accounting, Finance",Fail,Moderate,0.67
1366,16.0,Male,Middle,College,0.78,5.2,81.5,0.63,0.95,Yes,Stable,Laptop,50.1,Hard,55.6,Auditory,BSBA,"Accounting, Finance",Pass,At Risk,0.35
1367,21.3,Female,Middle,College,0.92,1.2,76.9,0.88,0.82,No,Stable,Laptop,67.6,Moderate,59.9,Kinesthetic,BSIT,"Game Dev, Robotics",Pass,Moderate,0.63
1368,21.1,Male,Low,High School,1.0,1.0,41.6,0.45,0.72,No,None,Laptop,84.1,Hard,99.7,Visual,BSA,"Game Dev, Robotics",Fail,Moderate,0.55
1369,23.1,Male,High,High School,0.84,9.6,66.8,0.88,0.8,Yes,Limited,Tablet,84.1,Moderate,71.4,Reading,BSA,"Leadership, Marketing",Pass,Safe,0.58
1370,20.5,Male,High,Elementary,0.85,10.0,92.5,0.49,0.57,No,Stable,Laptop,89.0,Moderate,57.7,Reading,BSIT,"Leadership, Marketing",Fail,Moderate,0.65
1371,24.7,Female,High,College,0.99,17.8,91.6,0.6,0.5,Yes,Stable,Smartphone,63.9,Moderate,89.5,Kinesthetic,BSIT,"Teaching, Research",Pass,At Risk,0.63
1372,22.2,Male,Low,High School,0.79,12.7,62.8,0.7,0.72,Yes,Stable,Laptop,74.2,Hard,81.2,Kinesthetic,BSA,"Accounting, Finance",Pass,Safe,0.56
1373,17.2,Female,Middle,College,0.5,7.9,60.4,0.63,0.52,Yes,Stable,Laptop,93.6,Easy,71.0,Auditory,BSBA,"Game Dev, Robotics",Pass,Moderate,0.62
1374,20.5,Male,Middle,College,0.74,15.4,64.5,0.71,0.77,No,Stable,Laptop,75.0,Moderate,71.1,Reading,BSBA,"Teaching, Research",Fail,Moderate,0.26
1375,20.2,Male,Middle,High School,0.81,12.7,40.1,0.8,0.42,Yes,Limited,Smartphone,70.7,Hard,89.4,Reading,BSED,"Game Dev, Robotics",Fail,At Risk,0.42
1376,20.4,Male,Middle,High School,0.5,9.2,75.3,0.78,0.56,Yes,Limited,Desktop,75.5,Hard,70.7,Kinesthetic,BSA,"Programming, AI",Fail,Moderate,0.63
1377,23.7,Female,Low,High School,0.78,4.4,97.6,0.81,0.77,Yes,Limited,Laptop,62.1,Moderate,69.8,Auditory,BSED,"Game Dev, Robotics",Fail,Safe,0.67
1378,22.7,Male,Middle,High School,0.86,1.0,79.5,0.53,0.74,No,Limited,Smartphone,59.6,Easy,52.5,Visual,BSIT,"Game Dev, Robotics",Fail,Safe,0.48
1379,25.0,Male,High,Elementary,0.72,15.8,54.2,0.59,0.31,Yes,None,Laptop,80.4,Hard,71.1,Kinesthetic,BSA,"Teaching, Research",Fail,Moderate,0.29
1380,17.8,Male,Low,College,0.79,5.6,40.1,0.65,0.72,Yes,Stable,Laptop,70.8,Moderate,70.7,Visual,BSED,"Game Dev, Robotics",Fail,Safe,0.66
1381,19.9,Female,Low,College,0.93,15.1,64.0,0.51,0.32,No,Stable,Laptop,95.0,Easy,79.9,Visual,BSED,"Accounting, Finance",Fail,Moderate,0.56
1382,20.5,Female,Middle,College,0.71,7.0,81.4,0.62,0.58,Yes,Limited,Laptop,80.5,Moderate,62.5,Reading,BSED,"Programming, AI",Pass,Moderate,0.42
1383,20.7,Male,Middle,College,0.69,11.6,69.6,0.75,0.79,No,Stable,Laptop,62.8,Moderate,99.7,Auditory,BSED,"Accounting, Finance",Pass,Moderate,0.62
1384,16.9,Female,Middle,College,0.67,20.0,78.2,0.65,0.54,No,Limited,Laptop,50.2,Moderate,72.1,Reading,BSBA,"Leadership, Marketing",Pass,At Risk,0.49
1385,19.8,Male,Middle,College,0.78,1.0,92.3,0.66,0.35,Yes,Stable,Tablet,85.0,Moderate,82.8,Kinesthetic,BSA,"Game Dev, Robotics",Pass,Safe,0.37
1386,22.2,Male,Low,Elementary,0.8,20.0,79.0,0.8,0.64,Yes,Stable,Desktop,71.6,Hard,46.5,Kinesthetic,BSIT,"Teaching, Research",Fail,Safe,0.5
1387,20.0,Male,Low,High School,0.69,7.6,55.5,0.48,0.93,Yes,Limited,Laptop,71.5,Easy,90.8,Reading,BSED,"Teaching, Research",Pass,Moderate,0.5
1388,22.1,Female,Middle,Elementary,0.5,13.9,40.7,0.47,0.47,No,Stable,Laptop,71.5,Moderate,82.8,Kinesthetic,BSIT,"Leadership, Marketing",Pass,Safe,0.37
1389,20.9,Male,Low,College,0.94,19.3,61.9,0.73,0.52,Yes,Limited,Desktop,52.4,Easy,79.2,Visual,BSED,"Accounting, Finance",Fail,Safe,0.27
1390,21.8,Female,Middle,College,0.62,14.0,82.8,0.84,0.44,No,Limited,Laptop,76.7,Moderate,67.7,Auditory,BSED,"Teaching, Research",Fail,Safe,0.56
1391,23.2,Female,High,College,0.7,5.5,96.4,0.64,0.59,Yes,Limited,Smartphone,73.3,Hard,78.4,Reading,BSBA,"Game Dev, Robotics",Pass,Safe,0.53
1392,20.9,Male,Middle,High School,0.54,10.4,41.2,0.8,0.73,Yes,Limited,Laptop,57.3,Easy,74.4,Kinesthetic,BSIT,"Accounting, Finance",Pass,Safe,0.64
1393,18.0,Male,Low,College,0.65,16.7,77.1,0.5,0.38,Yes,Stable,Smartphone,75.9,Moderate,75.0,Reading,BSIT,"Programming, AI",Pass,Safe,0.54
1394,18.4,Male,Low,College,0.96,13.8,40.1,0.89,0.39,Yes,Stable,Laptop,64.5,Easy,99.7,Kinesthetic,BSED,"Programming, AI",Fail,At Risk,0.41
1395,20.8,Male,Middle,High School,0.82,11.1,47.8,0.61,0.64,Yes,Stable,Laptop,90.8,Moderate,81.4,Visual,BSBA,"Teaching, Research",Pass,Safe,0.29
1396,16.8,Male,Middle,High School,0.9,3.9,59.8,0.62,0.69,Yes,Stable,Laptop,80.3,Easy,99.7,Auditory,BSA,"Game Dev, Robotics",Pass,Moderate,0.39
1397,16.0,Female,High,Elementary,0.7,12.9,99.8,0.79,0.54,No,Limited,Laptop,65.3,Moderate,99.7,Reading,BSIT,"Leadership, Marketing",Fail,Moderate,0.31
1398,17.7,Female,Middle,High School,0.7,10.6,46.1,0.88,0.46,Yes,Limited,Smartphone,56.6,Moderate,66.1,Kinesthetic,BSBA,"Game Dev, Robotics",Fail,Moderate,0.72
1399,22.3,Male,Low,High School,0.71,3.5,94.7,0.67,0.94,Yes,Limited,Desktop,62.7,Hard,89.2,Auditory,BSIT,"Accounting, Finance",Fail,Moderate,0.5
1400,25.0,Female,Middle,College,0.82,1.3,49.5,0.57,0.67,No,Limited,Laptop,87.4,Moderate,90.0,Reading,BSED,"Teaching, Research",Fail,Moderate,0.45
1401,19.1,Male,Low,High School,0.76,15.3,84.4,0.67,0.67,No,Limited,Smartphone,68.4,Hard,74.0,Visual,BSIT,"Game Dev, Robotics",Pass,Moderate,0.49
1402,21.6,Female,Middle,College,0.65,14.5,82.7,0.69,0.57,No,Limited,Laptop,76.7,Moderate,68.3,Reading,BSED,"Accounting, Finance",Pass,Moderate,0.48
1403,18.4,Female,Middle,High School,0.62,20.0,61.1,0.64,0.53,Yes,Stable,Smartphone,81.1,Moderate,40.0,Kinesthetic,BSED,"Game Dev, Robotics",Fail,At Risk,0.47
1404,23.4,Male,Low,Elementary,0.69,15.0,99.8,0.63,0.9,No,Limited,Laptop,56.9,Moderate,76.7,Auditory,BSED,"Teaching, Research",Fail,Safe,0.63
1405,18.2,Male,Middle,College,0.68,16.8,94.0,0.78,0.74,No,Stable,Laptop,58.6,Moderate,55.1,Reading,BSA,"Leadership, Marketing",Fail,At Risk,0.4
1406,19.1,Female,Middle,Elementary,0.63,15.0,60.7,0.73,0.73,No,Limited,Tablet,93.1,Moderate,75.5,Kinesthetic,BSED,"Leadership, Marketing",Pass,Safe,0.63
1407,24.0,Female,Middle,High School,0.55,13.1,59.5,0.74,0.84,No,Limited,Smartphone,79.5,Moderate,64.7,Auditory,BSED,"Accounting, Finance",Pass,Moderate,0.39
1408,16.0,Male,Middle,High School,0.71,7.7,97.8,0.97,0.49,Yes,Stable,Desktop,62.3,Moderate,75.1,Reading,BSBA,"Programming, AI",Fail,Moderate,0.59
1409,18.7,Female,Middle,High School,1.0,2.4,80.0,0.63,0.66,No,Stable,Laptop,83.6,Moderate,73.7,Visual,BSA,"Game Dev, Robotics",Fail,At Risk,0.54
1410,21.4,Male,Middle,College,0.78,15.0,51.6,0.44,0.42,Yes,Stable,Smartphone,90.4,Moderate,71.7,Reading,BSBA,"Game Dev, Robotics",Fail,Moderate,0.64
1411,18.2,Female,Low,Elementary,0.8,5.0,83.5,0.55,0.79,Yes,Limited,Laptop,77.6,Moderate,79.3,Auditory,BSED,"Game Dev, Robotics",Fail,Moderate,0.61
1412,20.7,Male,Middle,High School,0.82,12.4,80.9,0.48,0.57,No,Stable,Laptop,67.1,Easy,88.3,Visual,BSIT,"Accounting, Finance",Fail,At Risk,0.32
1413,24.2,Female,Low,College,0.93,8.6,60.3,0.72,0.3,Yes,Stable,Laptop,55.8,Moderate,80.6,Visual,BSIT,"Accounting, Finance",Fail,Safe,0.57
1414,16.2,Male,High,College,0.75,11.3,63.9,1.0,0.48,Yes,Stable,Tablet,81.7,Moderate,71.0,Kinesthetic,BSIT,"Programming, AI",Pass,At Risk,0.36
1415,23.8,Male,Low,High School,0.71,13.1,76.7,0.76,0.76,Yes,Limited,Laptop,50.1,Moderate,96.5,Kinesthetic,BSIT,"Game Dev, Robotics",Fail,At Risk,0.51
1416,21.0,Female,Low,College,0.9,15.1,99.8,0.95,0.34,Yes,Stable,Smartphone,77.0,Easy,78.5,Visual,BSIT,"Leadership, Marketing",Fail,At Risk,0.56
1417,21.0,Male,Middle,High School,0.92,15.0,61.4,0.55,0.74,No,Stable,Laptop,79.9,Moderate,82.6,Kinesthetic,BSIT,"Accounting, Finance",Pass,Moderate,0.52
1418,18.9,Male,Low,High School,0.75,14.7,43.4,0.9,0.65,No,Stable,Laptop,50.1,Easy,97.0,Reading,BSA,"Leadership, Marketing",Pass,Moderate,0.6
1419,16.0,Female,Middle,High School,0.88,15.4,54.8,1.0,1.0,No,None,Laptop,66.4,Moderate,63.7,Visual,BSA,"Teaching, Research",Pass,At Risk,0.37
1420,22.2,Female,Middle,High School,0.64,11.2,87.0,0.59,0.48,No,Stable,Tablet,57.4,Moderate,60.6,Auditory,BSA,"Leadership, Marketing",Fail,Moderate,0.51
1421,25.0,Male,Middle,College,0.86,17.1,82.5,0.67,0.38,No,Limited,Laptop,57.5,Moderate,72.7,Auditory,BSBA,"Programming, AI",Pass,Safe,0.58
1422,16.0,Female,Low,College,0.58,2.0,71.7,0.77,0.52,No,None,Smartphone,66.9,Moderate,57.1,Visual,BSED,"Teaching, Research",Pass,Safe,0.4
1423,16.0,Female,Middle,College,0.87,6.5,81.6,0.71,0.56,No,Limited,Smartphone,50.4,Moderate,71.2,Kinesthetic,BSBA,"Accounting, Finance",Pass,Moderate,0.56
1424,21.5,Male,Middle,High School,0.69,6.9,40.1,0.74,0.75,No,Limited,Laptop,55.5,Moderate,99.7,Auditory,BSED,"Teaching, Research",Pass,Moderate,0.74
1425,19.2,Female,Low,College,0.76,6.7,55.0,0.65,1.0,No,Stable,Laptop,91.7,Moderate,77.8,Kinesthetic,BSED,"Accounting, Finance",Pass,At Risk,0.63
1426,21.5,Female,Low,Graduate,0.58,9.7,52.0,0.61,0.54,Yes,None,Desktop,69.8,Moderate,86.5,Auditory,BSIT,"Teaching, Research",Pass,Safe,0.53
1427,17.4,Female,Low,Elementary,0.65,16.9,48.2,0.9,0.44,Yes,Stable,Laptop,64.8,Moderate,57.1,Reading,BSA,"Programming, AI",Pass,At Risk,0.54
1428,21.2,Female,Middle,Graduate,0.74,13.7,58.1,0.81,0.72,Yes,Stable,Laptop,73.3,Moderate,82.4,Auditory,BSBA,"Game Dev, Robotics",Pass,Safe,0.35
1429,25.0,Female,Low,College,0.7,8.1,40.1,0.8,0.79,Yes,Limited,Laptop,70.1,Easy,65.6,Kinesthetic,BSIT,"Leadership, Marketing",Fail,Moderate,0.54
1430,23.0,Female,Middle,College,0.67,15.4,55.9,0.77,0.3,No,Stable,Smartphone,50.1,Moderate,60.6,Reading,BSA,"Programming, AI",Pass,Safe,0.55
1431,25.0,Male,Low,College,0.73,6.5,68.4,0.78,0.8,Yes,Stable,Smartphone,73.4,Moderate,75.2,Visual,BSED,"Teaching, Research",Fail,At Risk,0.54
1432,16.0,Male,High,College,0.75,1.0,58.4,0.99,0.53,Yes,Limited,Smartphone,67.0,Moderate,87.1,Visual,BSED,"Accounting, Finance",Pass,Moderate,0.6
1433,16.5,Male,Middle,Graduate,0.9,19.6,71.6,0.78,0.89,Yes,Limited,Laptop,80.3,Moderate,98.3,Visual,BSBA,"Programming, AI",Fail,Moderate,0.54
1434,21.3,Male,High,High School,0.78,17.5,76.9,0.74,0.62,No,Limited,Laptop,74.5,Moderate,55.1,Auditory,BSBA,"Leadership, Marketing",Pass,Safe,0.48
1435,19.8,Male,Low,Elementary,0.81,11.7,80.0,0.91,0.38,No,Limited,Smartphone,90.5,Moderate,65.4,Auditory,BSED,"Teaching, Research",Fail,Moderate,0.6
1436,23.9,Female,Middle,High School,0.74,12.8,83.8,0.53,0.55,Yes,Stable,Laptop,90.2,Moderate,87.7,Visual,BSED,"Programming, AI",Pass,Moderate,0.59
1437,16.4,Male,Low,Elementary,0.78,4.5,75.7,0.87,0.64,Yes,Stable,Smartphone,70.1,Easy,65.8,Auditory,BSA,"Programming, AI",Fail,Moderate,0.51
1438,21.2,Female,High,College,0.68,1.0,72.3,0.72,0.95,Yes,Limited,Smartphone,89.6,Moderate,43.3,Kinesthetic,BSA,"Teaching, Research",Pass,Safe,0.81
1439,17.9,Female,Middle,Graduate,0.87,9.9,94.2,0.58,0.84,Yes,Stable,Tablet,58.3,Easy,71.5,Kinesthetic,BSIT,"Accounting, Finance",Fail,At Risk,0.15
1440,16.0,Male,Middle,High School,0.57,13.9,63.2,0.58,0.66,Yes,Stable,Laptop,83.0,Moderate,69.2,Reading,BSED,"Game Dev, Robotics",Fail,Safe,0.53
1441,23.8,Male,High,College,0.5,14.3,61.5,0.63,0.81,Yes,Limited,Tablet,91.7,Hard,91.7,Reading,BSA,"Game Dev, Robotics",Fail,At Risk,0.57
1442,18.4,Female,Middle,High School,0.78,12.0,83.0,0.79,0.74,Yes,None,Smartphone,58.0,Moderate,85.3,Kinesthetic,BSA,"Programming, AI",Pass,Safe,0.66
1443,24.4,Female,Middle,High School,0.86,12.5,88.7,0.42,0.58,Yes,Stable,Tablet,93.0,Moderate,89.0,Kinesthetic,BSBA,"Programming, AI",Fail,Safe,0.31
